playerID,b_G,b_AB,b_R,b_H,b_2B,b_3B,b_HR,b_RBI,b_SB,b_CS,b_BB,b_SO,b_GIDP
cooledu01,1317,5368,849,1579,180,102,26,557.0,224.0,0.0,366,366.0,0.0
coombbo01,30,7,1,2,0,0,0,2.0,0.0,0.0,3,0.0,0.0
coombce01,7,23,1,4,1,0,0,1.0,0.0,1.0,1,7.0,0.0
coombda01,144,100,6,14,4,0,0,5.0,0.0,0.0,5,55.0,3.0
coombja01,460,1110,123,261,34,10,4,100.0,21.0,2.0,59,154.0,0.0
coomero01,911,3019,333,827,151,8,92,449.0,13.0,7.0,177,429.0,131.0
coonebi01,13,22,2,6,0,0,0,1.0,0.0,0.0,2,0.0,0.0
coonebo01,29,35,3,5,0,0,0,3.0,0.0,0.0,3,6.0,0.0
cooneji01,324,1302,221,315,35,14,4,118.0,77.0,0.0,148,48.0,0.0
cooneji02,448,1575,181,413,64,16,2,150.0,30.0,13.0,76,58.0,0.0
coonejo01,1172,3372,409,965,130,26,2,219.0,30.0,5.0,208,107.0,67.0
cooneph01,1,3,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0
cooneti01,6,10,1,3,1,0,0,0.0,0.0,0.0,0,0.0,0.0
coonrsa01,51,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
coonwi01,58,232,31,52,5,1,0,23.0,1.0,0.0,2,4.0,0.0
coopebr01,42,9,0,1,0,0,0,0.0,0.0,0.0,0,4.0,0.0
coopeca01,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
coopece01,1896,7349,1012,2192,415,47,241,1125.0,89.0,49.0,448,911.0,150.0
coopecl01,373,1089,156,283,47,23,4,104.0,60.0,0.0,119,163.0,0.0
coopeda01,72,211,25,57,18,0,6,23.0,0.0,1.0,11,36.0,3.0
coopedo01,44,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
coopega01,21,2,3,0,0,0,0,0.0,2.0,1.0,0,1.0,0.0
coopega02,9,16,1,4,1,0,0,2.0,0.0,0.0,3,6.0,0.0
coopega03,168,577,77,162,30,2,21,78.0,0.0,0.0,49,165.0,16.0
coopegu01,12,8,1,0,0,0,0,1.0,0.0,0.0,0,0.0,0.0
coopemo01,297,654,50,127,16,0,6,68.0,0.0,0.0,23,118.0,14.0
coopepa01,14,16,0,4,2,0,0,3.0,0.0,0.0,0,5.0,0.0
coopesc01,592,1801,197,478,94,12,33,211.0,7.0,10.0,193,299.0,32.0
coopewa01,1473,4702,573,1341,240,40,173,812.0,18.0,1.0,309,357.0,160.0
coopewi01,521,1227,111,293,34,17,6,106.0,12.0,9.0,47,140.0,0.0
copelma01,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
copelsc01,6,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0
coppiro01,82,8,0,1,0,0,0,1.0,0.0,0.0,0,3.0,0.0
coppohe01,25,17,2,2,1,0,0,0.0,0.0,0.0,4,11.0,0.0
coquitr01,51,108,8,25,7,0,1,12.0,1.0,0.0,11,26.0,5.0
coraal01,1273,3408,360,828,140,39,35,286.0,47.0,21.0,248,423.0,68.0
corajo01,1119,3734,624,1035,171,41,30,294.0,117.0,60.0,380,335.0,58.0
corbedo01,313,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
corbege01,37,108,12,13,3,0,2,10.0,0.0,0.0,8,14.0,2.0
corbejo01,72,230,32,54,11,2,0,32.0,4.0,0.0,6,28.0,0.0
corbesh01,42,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
corbiar01,37,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0
corbicl01,215,630,60,153,22,1,1,37.0,8.0,0.0,47,30.0,8.0
corbipa01,221,357,29,55,9,3,0,23.0,0.0,1.0,18,145.0,4.0
corbira01,184,83,4,11,1,0,0,4.0,0.0,0.0,4,36.0,1.0
corcida01,7,4,0,1,0,0,0,0.0,0.0,0.0,0,1.0,0.0
corcoar01,1,4,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0
corcoja01,52,185,17,39,4,3,0,0.0,0.0,0.0,8,0.0,0.0
corcojo01,6,20,0,3,0,0,0,1.0,0.0,0.0,0,2.0,0.0
corcola01,326,1289,192,287,47,15,2,111.0,5.0,0.0,52,187.0,0.0
corcomi01,1,3,0,0,0,0,0,0.0,0.0,0.0,1,1.0,0.0
corcomi02,14,46,3,10,3,0,0,7.0,0.0,0.0,5,9.0,0.0
corcoro01,82,3,0,0,0,0,0,0.0,0.0,0.0,1,3.0,0.0
corcoti01,509,1050,120,283,46,4,12,128.0,4.0,7.0,130,102.0,33.0
corcoti02,40,4,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0.0
corcoto01,2205,8824,1189,2259,289,155,34,1137.0,388.0,0.0,384,447.0,0.0
cordech01,314,5,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0.0
cordefr01,800,3,0,0,0,0,0,0.0,0.0,0.0,0,1.0,1.0
cordefr02,95,284,43,67,12,4,12,36.0,8.0,3.0,28,110.0,2.0
cordeji01,83,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
cordery01,121,262,25,53,9,0,8,28.0,4.0,1.0,19,87.0,2.0
cordewi01,1247,4311,587,1178,261,19,122,566.0,49.0,19.0,325,775.0,110.0
cordier01,15,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
cordoal01,100,202,17,42,2,2,4,15.0,2.0,2.0,18,54.0,2.0
cordofr01,166,231,8,28,1,1,0,8.0,0.0,0.0,10,92.0,4.0
cordoma01,952,3419,480,938,192,18,122,540.0,57.0,36.0,329,730.0,110.0
coreybr01,91,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
coreyed01,1,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
coreyfr01,432,1738,239,427,70,43,7,124.0,0.0,0.0,60,70.0,0.0
coreyma01,59,57,10,12,2,0,1,3.0,1.0,1.0,7,13.0,1.0
coreyma02,82,3,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0.0
corgach01,33,104,7,23,2,1,0,1.0,0.0,0.0,7,13.0,0.0
corharo01,135,426,44,90,12,5,0,26.0,17.0,0.0,35,31.0,0.0
corkhpo01,1086,4404,650,1120,110,80,31,631.0,137.0,0.0,174,109.0,0.0
corkimi01,164,119,16,24,2,0,5,12.0,0.0,0.0,10,54.0,1.0
cormila01,290,47,1,5,1,0,0,2.0,0.0,0.0,2,17.0,1.0
cormirh01,684,192,15,36,4,1,0,12.0,0.0,0.0,5,45.0,1.0
cornebr01,14,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
corneje01,23,4,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0.0
cornejo01,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
cornema01,25,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
cornena01,56,4,0,0,0,0,0,0.0,0.0,0.0,0,4.0,0.0
cornere01,46,62,1,8,2,0,0,1.0,0.0,0.0,0,21.0,1.0
cornute01,29,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0
corpama01,359,10,0,0,0,0,0,0.0,0.0,0.0,2,7.0,0.0
corpoca01,232,701,63,153,25,1,20,78.0,0.0,1.0,44,205.0,14.0
corrapa01,300,767,63,166,28,3,4,54.0,1.0,1.0,75,167.0,17.0
correca01,604,2269,334,626,128,7,107,397.0,33.0,8.0,272,544.0,63.0
correed01,52,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
correke01,363,300,12,36,6,0,0,13.0,0.0,2.0,11,125.0,1.0
correro01,84,166,19,43,7,1,0,12.0,2.0,4.0,6,25.0,2.0
correvi01,410,1132,124,259,60,4,29,125.0,2.0,8.0,128,220.0,37.0
corrifr01,188,445,28,80,5,2,1,22.0,3.0,0.0,25,102.0,0.0
corrijo01,1,0,1,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
corriph01,2,7,1,1,0,0,0,0.0,0.0,0.0,0,0.0,0.0
corrire01,223,640,97,131,21,5,6,47.0,26.0,0.0,75,70.0,0.0
corsiji01,368,2,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0
cortaje01,1,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
cortba01,7,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
corteda01,86,2,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
corteda02,14,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
cortefe01,16,27,3,5,1,0,0,2.0,0.0,0.0,2,3.0,0.0
cortene01,42,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
corwial01,128,79,9,12,2,1,2,5.0,0.0,0.0,1,27.0,3.0
cosarja01,75,58,2,7,0,0,0,1.0,0.0,0.0,0,22.0,1.0
coscajo01,190,651,58,157,22,4,3,73.0,2.0,0.0,35,65.0,21.0
coscape01,864,2992,399,728,129,22,28,269.0,34.0,0.0,295,361.0,60.0
coseyra01,9,9,0,1,0,0,0,0.0,0.0,0.0,0,0.0,0.0
cosgrmi01,119,56,2,5,1,0,0,1.0,0.0,0.0,4,14.0,1.0
cosmaji01,12,11,0,1,0,0,0,1.0,0.0,0.0,0,6.0,0.0
costami01,17,18,0,1,0,0,0,2.0,0.0,0.0,1,10.0,0.0
costash01,154,421,49,107,28,2,5,42.0,2.0,1.0,16,63.0,10.0
costech01,299,806,83,219,47,0,23,108.0,0.0,1.0,52,157.0,19.0
costeda01,154,350,35,85,6,4,0,24.0,12.0,1.0,21,62.0,0.0
costejo01,119,12,0,0,0,0,0,0.0,0.0,0.0,0,9.0,0.0
costoti01,43,134,16,30,7,0,3,14.0,0.0,0.0,9,23.0,5.0
cotahu01,196,519,48,121,25,2,12,61.0,0.0,0.0,32,142.0,12.0
cotehe01,20,64,17,19,2,2,0,8.0,4.0,0.0,8,9.0,0.0
cotepe01,2,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
cothaca01,35,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
cotteda01,1,4,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
cottedi01,46,100,8,28,0,2,0,15.0,2.0,0.0,11,20.0,0.0
cotteed01,17,26,3,8,0,1,0,1.0,1.0,0.0,1,4.0,0.0
cotteho01,99,311,39,82,17,4,4,33.0,3.0,5.0,36,31.0,0.0
cotteto01,6,12,1,3,0,0,0,4.0,0.0,0.0,1,2.0,0.0
cottich01,580,1584,168,348,63,17,19,127.0,28.0,10.0,137,248.0,21.0
cottohe01,884,2178,296,569,87,9,44,210.0,130.0,26.0,107,352.0,49.0
cottojh01,29,2,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0
cottren01,12,12,0,1,1,0,0,3.0,0.0,0.0,2,4.0,0.0
cottsne01,483,2,0,1,1,0,0,0.0,0.0,0.0,0,1.0,0.0
couchjo01,148,222,10,37,2,2,3,18.0,1.0,1.0,9,62.0,0.0
couchmi01,8,2,0,1,0,0,0,0.0,0.0,0.0,0,0.0,0.0
coughbi01,1049,3854,481,972,133,39,15,380.0,159.0,0.0,203,400.0,0.0
coughde01,8,37,5,11,1,0,0,7.0,0.0,0.0,0,0.0,0.0
coughed01,1,4,0,1,0,0,0,1.0,0.0,0.0,0,2.0,0.0
coughma01,35,54,5,10,0,0,0,4.0,0.0,0.0,10,18.0,0.0
coughro01,19,62,8,13,2,2,0,2.0,1.0,0.0,7,21.0,0.0
couloda01,155,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0
coulsbo01,197,692,76,163,28,12,1,67.0,43.0,0.0,58,105.0,0.0
coultch01,6,19,3,6,1,1,0,4.0,0.0,1.0,2,6.0,0.0
coumbfr01,208,252,10,52,5,2,1,30.0,2.0,2.0,2,58.0,0.0
counscr01,1624,4741,647,1208,218,40,42,390.0,103.0,49.0,589,663.0,78.0
courtcl01,946,2796,260,750,126,17,38,313.0,3.0,16.0,264,143.0,74.0
courter01,558,1921,226,471,52,17,5,200.0,35.0,0.0,188,172.0,0.0
courtha01,96,163,19,41,11,3,1,23.0,0.0,0.0,7,28.0,0.0
courtjo01,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
courtry01,12,24,1,5,1,0,1,5.0,0.0,0.0,1,11.0,0.0
couside01,5,4,1,2,0,0,0,2.0,0.0,0.0,0,0.0,0.0
cousisc01,135,179,15,32,7,3,2,9.0,2.0,2.0,12,61.0,2.0
coutljo01,64,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
covelha01,198,418,30,79,8,4,0,28.0,0.0,3.0,15,134.0,0.0
covelst01,451,1058,70,168,26,10,1,81.0,0.0,1.0,53,304.0,0.0
covenja01,4,14,0,2,0,0,0,0.0,0.0,0.0,0,1.0,0.0
coveydy01,71,4,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0.0
covinch01,19,6,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0.0
covinsa01,40,129,11,23,2,1,1,14.0,4.0,0.0,9,11.0,0.0
covinte01,31,47,7,8,1,0,0,3.0,0.0,0.0,5,0.0,0.0
covinwe01,1075,2978,355,832,128,17,131,499.0,7.0,4.0,247,414.0,73.0
cowanbi01,493,1190,131,281,44,8,40,125.0,17.0,8.0,50,297.0,17.0
cowarka01,171,370,42,65,21,2,6,34.0,7.0,3.0,26,121.0,10.0
cowenal01,1584,5534,704,1494,276,68,108,717.0,120.0,74.0,389,659.0,141.0
cowgico01,317,689,83,161,22,4,12,57.0,14.0,7.0,58,197.0,10.0
cowlejo01,96,18,0,4,1,0,0,0.0,0.0,0.0,0,4.0,0.0
coxbi01,53,25,1,2,1,0,0,1.0,0.0,0.0,1,9.0,0.0
coxbi02,1058,3712,470,974,174,32,66,351.0,42.0,21.0,298,218.0,83.0
coxbo01,220,628,50,141,22,2,9,58.0,3.0,3.0,75,126.0,17.0
coxca01,308,151,3,15,0,0,0,5.0,0.0,0.0,7,94.0,0.0
coxda01,281,359,17,39,3,1,0,12.0,0.0,0.0,13,152.0,5.0
coxda02,15,25,2,6,1,0,1,2.0,0.0,0.0,0,5.0,0.0
coxdi01,246,832,121,261,40,14,8,109.0,10.0,3.0,83,49.0,0.0
coxer01,1,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
coxfr01,27,102,6,13,3,1,0,4.0,0.0,0.0,2,36.0,0.0
coxge01,26,26,0,2,2,0,0,0.0,0.0,0.0,1,7.0,0.0
coxgl01,17,10,1,0,0,0,0,0.0,0.0,0.0,2,7.0,1.0
coxje01,61,169,20,36,3,0,0,9.0,8.0,5.0,14,23.0,2.0
coxji01,110,307,33,66,11,2,3,33.0,3.0,3.0,27,44.0,10.0
coxla01,348,825,72,182,31,5,12,85.0,5.0,4.0,70,117.0,26.0
coxle01,2,2,0,1,0,0,0,0.0,0.0,1.0,0,1.0,0.0
coxre01,3,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0
coxst01,378,1239,146,324,72,2,39,158.0,8.0,4.0,129,240.0,37.0
coxte01,3,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
coxte02,272,771,65,189,29,1,10,79.0,3.0,6.0,57,98.0,19.0
coylebi01,2,4,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0
coyneto01,1,2,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0
cozarch01,5,2,0,0,0,0,0,0.0,0.0,0.0,0,0.0,1.0
cozarza01,839,3088,408,764,158,24,87,305.0,21.0,4.0,219,549.0,71.0
cozendy01,27,39,2,6,2,0,1,2.0,1.0,0.0,6,24.0,0.0
crabbca01,21,34,4,6,1,0,0,2.0,1.0,0.0,4,6.0,0.0
crabbro01,9,19,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
crablge01,2,2,0,0,0,0,0,0.0,0.0,0.0,1,1.0,0.0
crabtes01,489,1408,174,396,53,25,13,142.0,8.0,0.0,113,109.0,20.0
crabtti01,342,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
craddwa01,29,9,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0
cradlri01,5,7,0,1,0,0,0,2.0,1.0,0.0,1,5.0,0.0
craftha01,566,2104,237,533,85,25,44,267.0,14.0,0.0,110,203.0,35.0
craftmo01,30,26,1,3,0,0,0,1.0,0.0,0.0,1,9.0,0.0
craghho01,15,3,0,0,0,0,0,1.0,0.0,0.0,0,0.0,0.0
craigal01,534,1831,239,506,107,3,59,296.0,11.0,3.0,143,394.0,51.0
craigge01,2,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
craigpe01,6,3,1,2,0,0,0,0.0,0.0,0.0,1,0.0,0.0
craigro01,368,448,15,38,2,0,0,12.0,0.0,2.0,31,219.0,6.0
craigro02,145,367,49,94,25,2,3,27.0,7.0,8.0,24,48.0,10.0
craigwi01,2,4,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0
crainje01,532,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0
cramebi01,1,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
cramebo01,9,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
cramedi01,2,6,0,0,0,0,0,0.0,0.0,0.0,1,5.0,0.0
cramedo01,2239,9140,1357,2705,396,109,37,842.0,62.0,73.0,572,345.0,99.0
cramje01,23,6,0,1,0,0,0,0.0,0.0,0.0,0,2.0,0.0
crandde01,1573,5026,585,1276,179,18,179,657.0,26.0,28.0,424,477.0,162.0
cranddo01,500,887,109,253,35,19,9,126.0,9.0,0.0,118,112.0,0.0
craneed01,391,1409,199,335,45,15,18,84.0,29.0,0.0,86,191.0,0.0
cranefr01,22,85,7,18,1,0,0,5.0,0.0,0.0,0,4.0,1.0
cranesa01,373,1359,183,276,30,18,3,45.0,25.0,0.0,60,127.0,0.0
cranesa02,174,495,51,103,19,2,0,30.0,7.0,9.0,29,46.0,0.0
cravaga01,1220,3951,575,1134,232,83,119,719.0,89.0,9.0,561,578.0,0.0
cravebi01,339,1567,330,455,63,33,2,228.0,40.0,15.0,27,34.0,10.0
cravyty01,34,12,1,1,0,0,1,1.0,0.0,0.0,0,4.0,0.0
crawfbr01,1305,4402,509,1099,234,38,106,564.0,32.0,30.0,413,984.0,96.0
crawfca01,1,1,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
crawfca02,1716,6655,998,1931,309,123,136,766.0,480.0,109.0,377,1067.0,79.0
crawfev01,10,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
crawffo01,52,167,8,35,3,1,0,14.0,1.0,0.0,9,29.0,0.0
crawfge01,5,17,1,2,0,0,0,3.0,1.0,0.0,0,0.0,0.0
crawfgl01,87,306,41,89,13,2,2,24.0,5.0,0.0,37,15.0,3.0
crawfja01,7,11,1,2,1,0,0,0.0,1.0,0.0,1,5.0,0.0
crawfji01,181,30,2,8,2,0,0,3.0,0.0,0.0,3,10.0,1.0
crawfjo01,19,11,0,0,0,0,0,0.0,0.0,0.0,0,5.0,0.0
crawfjp01,218,736,101,170,38,10,12,88.0,14.0,6.0,95,181.0,11.0
crawfke01,23,82,4,20,2,1,0,7.0,0.0,0.0,1,18.0,0.0
crawfla01,6,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
crawfpa01,318,651,75,182,23,5,9,104.0,4.0,0.0,60,29.0,7.0
crawfpa02,15,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
crawfsa01,2517,9570,1391,2961,458,309,97,1519.0,366.0,30.0,760,512.0,0.0
crawfst01,277,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
crawfwi01,1210,3435,507,921,152,35,86,419.0,47.0,36.0,431,664.0,57.0
creamge01,500,1862,234,400,55,28,1,99.0,0.0,0.0,71,89.0,0.0
credejo01,888,3101,392,787,159,5,140,470.0,4.0,12.0,199,459.0,69.0
creebi01,742,2603,345,761,117,62,11,332.0,132.0,17.0,269,188.0,0.0
creedco01,5,4,0,1,0,0,0,1.0,0.0,0.0,1,0.0,0.0
creedpa01,5,8,0,0,0,0,0,0.0,0.0,0.0,1,3.0,0.0
creegma01,9,33,4,5,0,0,0,0.0,0.0,0.0,1,0.0,0.0
creekdo01,279,5,1,1,0,0,0,0.0,0.0,0.0,0,3.0,0.0
creelgu01,4,15,0,0,0,0,0,0.0,1.0,0.0,0,0.0,0.0
creelja01,35,26,2,2,1,0,0,1.0,0.0,0.0,1,7.0,0.0
creelke01,55,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
cregape01,7,21,0,2,0,0,0,0.0,0.0,0.0,1,4.0,0.0
cregebe01,15,16,3,3,1,0,0,0.0,1.0,0.0,1,3.0,1.0
cremibo01,4,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
crespce01,132,261,38,50,10,1,4,14.0,11.0,4.0,28,76.0,3.0
crespcr01,264,911,125,240,32,4,4,88.0,8.0,0.0,90,102.0,18.0
crespfe01,262,445,46,109,22,4,10,68.0,9.0,6.0,50,101.0,7.0
cressja01,122,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
cresswa01,34,8,0,4,0,0,0,1.0,0.0,0.0,1,0.0,0.0
crewsti01,281,22,2,3,0,0,0,1.0,0.0,0.0,1,12.0,0.0
crichst01,62,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
crickky01,153,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
crideje01,53,33,5,6,3,0,0,0.0,0.0,0.0,0,7.0,1.0
crigelo01,1012,3202,337,709,86,50,11,342.0,58.0,0.0,309,225.0,0.0
crimch01,449,2,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
crimija01,75,26,4,6,0,0,0,0.0,0.0,0.0,4,7.0,1.0
cripeda01,7,13,1,2,0,0,0,1.0,0.0,0.0,0,2.0,0.0
criscda01,7,9,1,3,0,0,1,1.0,0.0,0.0,0,1.0,0.0
criscto01,184,367,35,91,12,4,1,28.0,2.0,2.0,30,32.0,3.0
crishpa01,53,172,23,50,5,3,0,20.0,4.0,0.0,4,10.0,0.0
crismna01,6,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
crispco01,1586,5930,877,1572,308,57,130,639.0,309.0,79.0,561,865.0,91.0
crispjo01,2,2,0,1,0,0,0,0.0,0.0,0.0,0,0.0,0.0
crissdo01,227,304,38,84,19,4,3,47.0,3.0,0.0,31,32.0,0.0
cristbi01,6,20,3,7,0,2,0,0.0,0.0,0.0,0,2.0,0.0
cristch01,6,11,1,0,0,0,0,0.0,0.0,0.0,0,4.0,0.0
cristle01,30,13,1,1,0,0,0,0.0,0.0,0.0,0,6.0,0.0
critcmo01,5,19,0,3,0,0,0,0.0,0.0,0.0,0,0.0,0.0
critzhu01,1478,5930,832,1591,195,95,38,531.0,97.0,24.0,289,257.0,27.0
crochga01,5,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
crockcl01,3,1,0,1,0,0,0,0.0,0.0,0.0,0,0.0,0.0
crockda01,28,102,10,29,2,2,0,14.0,1.0,0.0,6,8.0,0.0
crockky01,123,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
croftar01,133,517,50,101,14,2,0,45.0,5.0,1.0,6,40.0,0.0
croftha01,7,21,1,5,0,0,0,4.0,0.0,0.0,1,1.0,0.0
crolifr01,58,238,26,58,6,2,1,20.0,6.0,0.0,9,26.0,0.0
cromawa01,1107,3927,459,1104,229,32,61,391.0,50.0,37.0,325,403.0,99.0
cromedt01,85,104,14,32,7,0,7,20.0,0.0,0.0,4,33.0,0.0
crometr01,196,524,54,118,22,1,12,48.0,0.0,1.0,27,101.0,20.0
cromphe01,38,102,6,20,3,0,0,12.0,0.0,0.0,2,7.0,3.0
crompne01,18,65,7,10,2,1,0,2.0,1.0,0.0,7,20.0,0.0
cronch01,12,25,0,2,0,0,0,0.0,0.0,0.0,2,9.0,0.0
croncj01,686,2367,283,609,123,6,118,373.0,9.0,8.0,148,582.0,59.0
croneja01,54,172,26,49,15,3,4,20.0,3.0,1.0,18,30.0,4.0
cronera01,137,156,10,18,2,0,0,5.0,0.0,0.0,16,52.0,4.0
cronibi01,126,296,28,68,15,2,0,27.0,0.0,0.0,12,13.0,0.0
cronida01,2,9,1,1,0,0,0,0.0,0.0,0.0,0,0.0,0.0
cronija01,136,367,24,66,10,4,0,34.0,7.0,0.0,15,89.0,0.0
croniji01,25,56,7,13,2,1,0,4.0,0.0,0.0,5,7.0,0.0
cronijo01,2124,7579,1233,2285,515,118,170,1424.0,87.0,71.0,1059,700.0,57.0
cronke01,47,88,12,15,4,0,6,16.0,0.0,1.0,5,35.0,2.0
crookja01,795,2783,537,671,74,44,21,314.0,220.0,0.0,612,223.0,0.0
crookto01,11,28,3,6,2,0,0,3.0,1.0,0.0,3,5.0,0.0
crosbbo01,747,2559,329,605,146,8,62,276.0,34.0,13.0,241,516.0,79.0
crosbbu01,205,250,32,54,5,2,4,20.0,9.0,2.0,10,51.0,1.0
crosbca01,3,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
crosbed01,297,677,67,149,22,4,0,44.0,1.0,7.0,55,74.0,17.0
crosbge01,3,13,1,4,0,0,1,1.0,0.0,0.0,0,1.0,0.0
crosbke01,16,2,1,1,0,0,0,0.0,0.0,0.0,1,0.0,0.0
crosefr01,1683,6277,1006,1541,260,65,98,649.0,113.0,62.0,792,799.0,59.0
crossam01,117,441,62,118,16,7,1,56.0,13.0,0.0,45,0.0,0.0
crosscl01,45,164,23,37,4,1,0,5.0,0.0,0.0,10,3.0,0.0
crossfr01,1,5,0,3,0,0,0,0.0,0.0,0.0,0,2.0,0.0
crossfr02,55,116,8,17,1,1,0,7.0,4.0,0.0,12,11.0,0.0
crossje01,119,142,22,23,4,0,0,10.0,4.0,0.0,20,18.0,3.0
crossjo01,1,1,0,0,0,0,0,0.0,0.0,0.0,0,1.0,0.0
crossla01,2277,9084,1338,2651,411,136,47,1378.0,303.0,0.0,466,217.0,0.0
crossle01,12,32,4,8,1,1,0,4.0,0.0,0.0,3,5.0,0.0
crossmo01,1684,5828,719,1365,232,68,31,621.0,328.0,0.0,616,719.0,0.0
crothdo01,22,66,13,10,0,0,0,0.0,0.0,0.0,8,0.0,0.0
crottjo01,87,308,34,56,7,3,1,9.0,3.0,0.0,11,0.0,0.0
crottmi01,15,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
croucbi01,1,3,0,0,0,0,0,0.0,0.0,0.0,0,2.0,0.0
croucbi02,50,41,4,3,0,0,0,1.0,0.0,0.0,4,10.0,3.0
croucfr01,296,935,94,235,37,5,7,86.0,4.0,2.0,56,128.0,23.0
croucja01,43,72,7,9,1,0,1,8.0,1.0,0.0,3,13.0,0.0
croucza01,3,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
crousbu01,470,1306,128,342,54,6,8,160.0,14.0,10.0,114,68.0,0.0
crousri01,111,4,1,2,0,0,0,0.0,0.0,0.0,1,1.0,0.0
crowaa01,254,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
crowdal01,403,847,66,164,18,5,0,59.0,0.0,1.0,37,77.0,0.0
crowde01,32,0,0,0,0,0,0,0.0,0.0,0.0,0,0.0,0.0
crowdo01,4,4,0,0,0,0,0,0.0,0.0,0.0,0,3.0,0.0
crowebi01,64,217,20,27,3,0,0,9.0,7.0,0.0,14,67.0,0.0
croweca01,19,34,2,5,0,0,0,3.0,0.0,0.0,0,9.0,0.0
crowege01,702,1727,215,467,70,12,81,299.0,3.0,2.0,159,246.0,33.0
