playerID,f_G,f_GS,f_InnOuts,f_PO,f_A,f_E,f_DP
birkiku01,60,2.0,226.0,0,13,0.0,2
birkora01,132,0.0,0.0,7,86,14.0,2
birmijo01,743,460.0,12318.0,1576,189,80.0,48
birreba01,56,3.0,359.0,8,9,0.0,1
birtsti01,138,30.0,986.0,5,36,4.0,1
biscafr01,74,0.0,0.0,4,29,3.0,2
bischjo01,90,0.0,0.0,229,66,11.0,9
bisenjo01,7,0.0,20.0,0,0,1.0,0
bishobi01,7,0.0,141.0,0,8,5.0,0
bishobi02,2,0.0,0.0,0,3,0.0,0
bishobr01,36,25.0,681.0,60,1,0.0,0
bishoch01,69,12.0,305.0,14,53,1.0,3
bishofr01,4,0.0,111.0,6,4,5.0,0
bishoji01,22,0.0,0.0,4,17,0.0,0
bisholl01,3,0.0,0.0,0,1,0.0,0
bishoma01,1258,0.0,0.0,2923,3863,164.0,651
bishomi01,3,3.0,75.0,16,1,1.0,0
bislari01,28,0.0,0.0,52,76,5.0,9
bissode01,598,0.0,0.0,5760,281,75.0,468
bithohi01,105,0.0,0.0,18,109,4.0,7
bitkejo01,15,0.0,80.0,1,3,0.0,1
bittije01,33,12.0,283.0,3,10,0.0,0
bittmre01,4,0.0,96.0,9,12,0.0,2
bivinji01,47,0.0,0.0,4,32,1.0,1
bixlebr01,134,78.0,2237.0,139,204,12.0,39
bjorkge01,29,25.0,676.0,136,16,1.0,0
blachty01,92,44.0,979.0,29,48,2.0,3
blackbi01,1,0.0,0.0,0,0,0.0,0
blackbo01,42,0.0,990.0,58,50,20.0,4
blackbu01,10,3.0,73.0,2,6,1.0,0
blackbu02,398,296.0,6160.0,89,356,13.0,25
blackch01,8,0.0,0.0,1,6,0.0,0
blackch02,1057,1014.0,26850.0,2111,41,26.0,13
blackda01,43,0.0,0.0,5,64,0.0,4
blackdo01,154,0.0,0.0,52,143,4.0,10
blackea01,61,0.0,0.0,210,57,13.0,4
blacket01,8,5.0,153.0,4,0,1.0,0
blackew01,236,0.0,12.0,46,311,19.0,20
blackfr01,33,0.0,0.0,120,28,6.0,1
blackge01,5,0.0,99.0,2,7,0.0,0
blackge02,20,0.0,0.0,40,1,2.0,0
blackji01,18,0.0,0.0,0,7,0.0,0
blackjo01,54,0.0,0.0,519,37,16.0,31
blackjo02,172,11.0,597.0,19,58,8.0,5
blackle01,540,73.0,2016.0,962,1479,155.0,157
blackni01,145,137.0,2456.0,70,114,5.0,14
blackpa01,21,18.0,299.0,3,12,0.0,0
blackra01,46,0.0,127.0,5,6,0.0,0
blackro01,64,2.0,324.0,5,19,3.0,3
blackti01,414,316.0,8821.0,1850,225,40.0,33
blacktr01,82,26.0,578.0,14,30,1.0,1
blackvi01,59,0.0,155.0,3,5,2.0,2
bladera01,648,0.0,0.0,1339,90,59.0,13
bladtri01,58,37.0,1088.0,115,5,3.0,1
blaehge01,338,0.0,0.0,141,469,36.0,33
blaemra01,2,0.0,0.0,5,0,0.0,0
blairaa01,16,16.0,219.0,4,10,1.0,2
blairbi01,5,0.0,99.0,2,12,3.0,1
blairbu01,126,0.0,0.0,143,234,28.0,21
blairca01,11,9.0,251.0,57,1,4.0,0
blairde01,62,54.0,1017.0,19,57,5.0,5
blairfo01,213,0.0,0.0,593,599,50.0,119
blairpa01,1893,1461.0,42527.0,4347,115,57.0,27
blairwa01,437,101.0,2892.0,1849,563,68.0,52
blairwi01,418,139.0,3822.0,65,140,9.0,8
blaisdi01,4,0.0,120.0,3,5,4.0,0
blakeca01,1283,1175.0,31449.0,1706,1753,125.0,232
blakeed01,8,0.0,5.0,1,4,1.0,1
blakeha01,525,0.0,13515.0,954,105,64.0,24
blakeli01,28,0.0,0.0,72,4,1.0,2
blakesh01,304,0.0,0.0,55,401,13.0,24
blakibo01,160,0.0,3846.0,262,124,76.0,4
blaloha01,806,777.0,20625.0,1258,1305,80.0,220
blancal01,17,0.0,0.0,3,11,2.0,0
blancan01,445,277.0,8150.0,483,815,41.0,189
blancda01,45,3.0,301.0,20,26,2.0,3
blancgi01,28,9.0,176.0,0,10,1.0,0
blancgr01,915,701.0,19953.0,1500,30,17.0,3
blanche01,927,801.0,21534.0,5709,479,38.0,81
blancjo01,330,276.0,7410.0,1031,54,20.0,10
blancos01,39,24.0,646.0,271,12,2.0,20
blancto01,19,6.0,234.0,21,5,2.0,3
blandal01,68,34.0,1028.0,67,81,6.0,29
blandfr01,144,5.0,135.0,23,239,18.0,11
blandna01,22,0.0,61.0,0,4,2.0,0
blankcl01,67,48.0,1344.0,344,51,20.0,11
blankco01,1,0.0,12.0,2,0,0.0,0
blankfr01,1,0.0,24.0,0,4,0.0,0
blankho01,13,0.0,0.0,2,12,0.0,0
blankke01,8,5.0,100.0,3,2,1.0,0
blankky01,265,213.0,5667.0,806,51,6.0,62
blankla01,602,440.0,12068.0,728,1340,83.0,245
blankla02,446,300.0,8437.0,752,532,20.0,120
blankma01,18,4.0,110.0,2,8,0.0,0
blankte01,241,0.0,0.0,32,265,9.0,16
blanktr01,1,1.0,24.0,1,1,0.0,1
blantcy01,202,0.0,0.0,51,253,15.0,13
blantjo01,427,252.0,5303.0,115,195,15.0,17
blashja01,90,73.0,1948.0,139,6,6.0,1
blasido01,1366,1286.0,34356.0,3160,3696,158.0,866
blasiwa01,222,128.0,2590.0,60,160,6.0,8
blassst01,283,231.0,4795.0,137,251,16.0,19
blatest01,5,0.0,34.0,0,2,0.0,1
blatnjo01,115,0.0,0.0,231,10,14.0,1
blattbu01,211,0.0,0.0,429,499,31.0,91
blausje01,1368,1199.0,31141.0,1613,3191,188.0,555
blauvhe01,2,0.0,36.0,1,4,1.0,1
blaylbo01,17,7.0,147.0,1,10,0.0,0
blaylga01,41,13.0,377.0,13,18,2.0,1
blaylma01,221,175.0,4917.0,1509,121,13.0,122
blazemi01,113,1.0,384.0,7,13,2.0,1
blaziro01,63,0.0,276.0,6,4,0.0,1
blefacu01,874,797.0,20929.0,3142,261,58.0,192
bleicje01,2,0.0,1.0,0,0,0.0,0
bleieri01,185,1.0,573.0,12,36,1.0,3
blemkra01,1,0.0,5.0,0,0,0.0,0
blessik01,1,0.0,15.0,2,0,0.0,0
blethcl01,7,0.0,0.0,1,3,0.0,0
blevije01,609,1.0,1486.0,7,42,10.0,1
blewebo01,5,0.0,84.0,0,3,3.0,0
blewesc01,2,0.0,9.0,0,0,0.0,0
blighne01,66,0.0,1509.0,288,95,32.0,5
blissel01,2,0.0,24.0,0,0,0.0,0
blissfr01,2,0.0,57.0,9,3,1.0,0
blissja01,214,68.0,2025.0,843,252,39.0,32
blockbr01,186,60.0,1548.0,858,237,35.0,22
blockcy01,15,0.0,0.0,19,29,2.0,5
blockte01,75,63.0,1684.0,175,1,1.0,0
bloggwe01,9,0.0,237.0,36,6,7.0,0
blombro01,222,201.0,5063.0,1374,66,25.0,129
blomdbe01,14,0.0,73.0,1,6,0.0,0
blongjo01,147,0.0,3741.0,155,83,33.0,3
bloodji01,950,0.0,0.0,2735,2573,129.0,612
bloombu01,6,2.0,63.0,5,5,0.0,2
bloomwi01,974,710.0,19628.0,1336,1141,57.0,247
blossgr01,12,7.0,189.0,19,1,3.0,0
blottja01,1,0.0,0.0,1,0,0.0,0
blowemi01,748,623.0,16698.0,929,986,91.0,132
bluebe01,14,13.0,321.0,74,15,3.0,1
bluegos01,1816,0.0,0.0,2278,3926,250.0,448
bluegot01,106,0.0,0.0,176,272,29.0,50
bluejji01,44,0.0,0.0,10,60,6.0,2
bluelu01,1572,0.0,0.0,15647,1017,193.0,1187
bluevi01,502,473.0,10031.0,127,427,19.0,21
blumaja01,17,0.0,60.0,1,6,0.0,1
blumecl01,13,0.0,0.0,0,4,1.0,0
blumge01,1246,962.0,26301.0,1381,2075,82.0,323
blylebe01,692,685.0,14908.0,287,662,30.0,48
blyzkmi01,70,0.0,259.0,10,30,1.0,1
boakch01,6,5.0,135.0,12,13,1.0,4
boardch01,7,0.0,0.0,0,7,0.0,0
boardfr01,1,1.0,3.0,0,0,0.0,0
bobbra01,9,3.0,94.0,18,2,0.0,0
bocachi01,192,113.0,3379.0,251,69,11.0,12
boccajo01,511,372.0,10375.0,2477,243,31.0,126
bocekmi01,16,0.0,0.0,31,2,0.0,1
bochtbr01,1437,1329.0,35323.0,9145,643,90.0,839
bochtdo01,220,0.0,780.0,14,21,4.0,1
bochybr01,300,203.0,5808.0,1220,130,29.0,17
bochybr02,7,0.0,19.0,0,0,0.0,0
bockmed01,147,0.0,0.0,143,267,18.0,34
bockura01,40,0.0,188.0,2,14,1.0,0
bococbr01,35,26.0,726.0,42,75,4.0,24
boddimi01,342,309.0,6371.0,245,366,32.0,37
bodiepi01,1012,0.0,0.0,1933,179,80.0,38
boeckto01,760,0.0,0.0,923,1365,143.0,112
boehlge01,61,0.0,0.0,3,59,3.0,3
boehljo01,162,0.0,0.0,64,310,19.0,9
boehmle01,33,25.0,736.0,195,34,3.0,16
boehrbr01,356,21.0,1604.0,26,41,1.0,2
boernla01,21,0.0,0.0,4,14,0.0,0
boescbr01,390,358.0,8843.0,651,22,17.0,5
boevejo01,516,0.0,2263.0,46,94,7.0,6
bogaexa01,961,947.0,25242.0,1207,2282,88.0,462
bogarjo01,4,0.0,0.0,0,2,0.0,0
bogarti01,659,404.0,11749.0,802,1316,47.0,295
bogente01,16,12.0,273.0,22,0,0.0,0
boggsbr01,94,68.0,2029.0,154,7,4.0,2
boggsmi01,241,15.0,950.0,25,48,4.0,4
boggsra01,4,0.0,0.0,0,1,0.0,0
boggsto01,114,94.0,1752.0,47,63,10.0,1
boggswa01,2285,2223.0,58402.0,2115,4304,232.0,472
boglewa01,16,1.0,69.0,2,5,0.0,0
bogusbr01,241,174.0,4934.0,401,19,10.0,8
bohanbr01,304,157.0,3348.0,61,173,5.0,14
bohenpa01,2,0.0,0.0,0,2,0.0,0
bohmal01,45,43.0,1054.0,81,68,4.0,12
bohnch01,4,0.0,135.0,5,9,4.0,0
bohnejo01,3,3.0,35.0,1,2,0.0,0
bohnesa01,648,0.0,0.0,1282,1939,140.0,277
bohntj01,30,2.0,207.0,13,1,2.0,0
boiscbr01,287,188.0,5688.0,476,12,12.0,2
boitada01,51,0.0,214.0,1,10,0.0,0
bokeldi01,34,0.0,0.0,6,14,2.0,0
bokenbo01,146,0.0,0.0,245,350,44.0,60
bokinjo01,5,0.0,0.0,0,1,0.0,0
bolan01,1,0.0,24.0,2,1,1.0,0
bolanbe01,210,0.0,0.0,56,268,11.0,10
bolaned01,31,0.0,0.0,43,3,8.0,0
bolanro01,7,5.0,70.0,2,0,0.0,0
boldch01,1,0.0,0.0,1,0,1.0,0
boldebi01,3,0.0,0.0,0,4,0.0,1
bolenst01,41,0.0,0.0,3,30,5.0,2
bolesca01,7,4.0,102.0,5,0,1.0,0
boleyjo01,529,0.0,0.0,919,1331,102.0,245
bolgeji01,167,127.0,3473.0,340,9,14.0,1
bolicfr01,84,56.0,1428.0,347,70,8.0,32
bolinbo01,495,164.0,4730.0,87,190,15.0,6
bollifr01,1518,1446.0,38946.0,3423,4019,136.0,1003
bollija01,75,0.0,0.0,598,58,10.0,42
bollimi01,378,213.0,5893.0,609,1079,81.0,223
bollogr01,18,1.0,89.0,3,5,0.0,1
bollwdo01,123,66.0,1740.0,903,66,20.0,100
bolsimi01,48,41.0,692.0,14,23,3.0,1
boltoce01,4,0.0,0.0,41,1,2.0,3
boltocl01,267,0.0,0.0,857,130,26.0,19
boltoro01,17,11.0,193.0,6,12,0.0,0
boltoto01,209,56.0,1621.0,22,89,6.0,9
boltsk01,4,2.0,66.0,10,0,0.0,0
bombama01,74,45.0,943.0,32,57,1.0,2
bondeje01,225,200.0,3693.0,98,106,18.0,14
bondsba01,2874,2810.0,72889.0,5637,173,97.0,25
bondsbo01,1736,1707.0,45315.0,3659,128,89.0,40
bondto01,520,55.0,12912.0,336,928,138.0,32
bondwa01,322,305.0,8032.0,1625,93,28.0,99
bonege01,12,0.0,270.0,24,29,8.0,6
bonesri01,376,164.0,3838.0,107,157,9.0,22
bonetju01,46,0.0,0.0,6,45,4.0,3
boneyha01,3,0.0,0.0,0,0,0.0,0
bongini01,41,0.0,0.0,95,1,1.0,1
bongju01,48,4.0,235.0,3,18,0.0,6
bonhabi01,300,214.0,4463.0,103,297,26.0,18
bonhati01,231,0.0,0.0,63,165,8.0,15
bonifem01,756,616.0,16833.0,1069,939,63.0,202
bonifjo01,196,174.0,4707.0,338,9,7.0,2
bonikjo01,30,13.0,299.0,7,22,0.0,1
bonilbo01,1972,1837.0,47703.0,3045,1869,230.0,251
bonilju01,424,383.0,10296.0,853,1071,44.0,254
bonilli01,15,7.0,172.0,7,3,0.0,0
bonined01,62,10.0,387.0,9,12,1.0,6
boninlu01,20,0.0,0.0,28,4,1.0,1
bonneba01,948,751.0,20784.0,1755,179,47.0,17
bonnebi01,2,0.0,0.0,0,2,0.0,0
bonnebo01,58,30.0,933.0,51,93,6.0,18
bonnefr01,246,0.0,5979.0,490,631,101.0,76
bonogu01,4,0.0,0.0,0,5,1.0,0
bonsebo01,111,60.0,1250.0,29,44,6.0,2
bonurze01,900,0.0,0.0,8808,595,72.0,815
booeev01,99,0.0,0.0,144,49,17.0,10
bookebu01,15,5.0,166.0,27,2,1.0,0
bookech01,17,0.0,34.0,0,0,0.0,0
bookegr01,161,4.0,792.0,28,41,4.0,3
bookero01,126,53.0,1806.0,106,159,10.0,24
boolal01,104,0.0,0.0,271,58,9.0,8
boolere01,4,1.0,69.0,0,7,0.0,0
booneaa01,1108,1017.0,27095.0,1348,2033,139.0,259
boonebo01,2240,2104.0,55699.0,11325,1185,183.0,155
boonebr01,1771,1729.0,45738.0,3445,4594,117.0,1085
booneda01,42,0.0,0.0,8,63,1.0,3
booneda02,61,1.0,305.0,7,23,2.0,1
boonege01,4,0.0,45.0,0,3,0.0,0
booneik01,292,0.0,0.0,470,28,21.0,5
boonelu01,306,0.0,0.0,642,932,77.0,111
boonera01,1260,679.0,17642.0,3725,2456,218.0,645
bootcch01,91,3.0,445.0,6,18,2.0,3
booth01,1,0.0,12.0,0,1,1.0,0
bootham01,130,0.0,2844.0,218,218,111.0,16
boothed01,248,79.0,6408.0,382,134,129.0,13
bootyjo01,12,7.0,196.0,5,16,4.0,2
boozejo01,171,22.0,1183.0,16,59,2.0,4
borboju01,220,184.0,5061.0,493,4,10.0,0
borbope01,593,4.0,3078.0,54,152,16.0,8
borbope02,368,0.0,813.0,19,39,1.0,4
borchge01,14,0.0,303.0,6,16,7.0,1
borchjo01,202,161.0,4401.0,357,13,7.0,4
bordafr01,703,0.0,0.0,1160,420,76.0,33
bordejo01,52,0.0,1020.0,22,46,32.0,0
bordepa01,1022,843.0,23104.0,5398,510,76.0,52
bordimi01,1735,1648.0,43287.0,2883,4770,137.0,1129
bordiri01,173,17.0,1114.0,19,42,7.0,4
bordlbi01,8,6.0,92.0,2,9,0.0,0
borgmgl01,471,407.0,10865.0,2257,236,28.0,26
borispa01,23,0.0,149.0,2,4,0.0,0
borkfr01,33,2.0,126.0,1,10,0.0,0
borkobo01,328,39.0,1141.0,668,20,14.0,8
borkoda01,181,21.0,1039.0,27,46,8.0,7
borlato01,27,4.0,156.0,5,7,0.0,0
borlato02,207,0.0,809.0,19,25,4.0,1
boromre01,39,0.0,0.0,72,107,8.0,17
borosst01,383,351.0,9483.0,464,594,55.0,60
borowha01,314,0.0,0.0,85,350,11.0,22
borowjo01,423,1.0,1363.0,25,52,2.0,7
bortoba01,270,0.0,0.0,2720,126,26.0,147
borucry01,40,19.0,363.0,3,11,1.0,1
boscajc01,14,6.0,210.0,76,4,1.0,0
boscawi01,6,1.0,46.0,1,5,0.0,0
boschdo01,105,74.0,2127.0,180,6,4.0,1
bosetri01,419,383.0,10230.0,1124,45,21.0,5
boshebu01,128,1.0,319.0,3,13,1.0,0
bosioch01,309,246.0,5130.0,147,246,15.0,35
boskish01,217,132.0,2611.0,62,136,7.0,9
bosleth01,481,290.0,8628.0,784,13,23.0,3
bosmadi01,306,229.0,4774.0,119,213,11.0,12
bosseme01,7,0.0,0.0,0,2,0.0,0
bossha01,134,0.0,0.0,1215,80,11.0,104
bostich01,10,6.0,162.0,17,8,0.0,1
bostihe01,2,0.0,0.0,0,2,0.0,0
bostoda01,847,624.0,17482.0,1552,37,38.0,12
bostoly01,511,486.0,13057.0,1223,30,15.0,4
boswean01,12,0.0,213.0,14,6,5.0,0
bosweda01,205,151.0,3197.0,62,129,8.0,7
bosweke01,656,574.0,15649.0,1163,1432,66.0,298
boteda01,242,154.0,4430.0,162,350,26.0,62
botelde01,19,11.0,204.0,3,7,0.0,0
bottajo01,19,0.0,0.0,44,9,0.0,0
bottari01,562,0.0,1886.0,38,66,3.0,8
botteke01,292,116.0,2735.0,45,141,4.0,11
bottira01,18,7.0,168.0,2,7,1.0,0
bottoji01,1886,0.0,0.0,18337,815,223.0,1562
bottsja01,48,39.0,924.0,125,4,3.0,8
botzbo01,35,0.0,189.0,1,8,0.0,0
bouchal01,147,0.0,0.0,193,263,42.0,18
bouchde01,35,26.0,438.0,7,23,2.0,2
bouched01,611,582.0,15509.0,4909,451,66.0,435
bouchme01,9,0.0,0.0,24,2,1.0,1
boudrlo01,1618,0.0,0.0,3265,4877,230.0,1205
bouldca01,27,10.0,215.0,6,12,3.0,1
boultja01,47,18.0,744.0,29,77,4.0,5
bourgja01,222,145.0,4088.0,347,11,7.0,3
bourgst01,15,5.0,120.0,4,8,0.0,0
bourjch01,6,3.0,102.0,5,0,0.0,0
bourjpe01,792,544.0,15984.0,1466,29,11.0,3
bourju01,460,435.0,11054.0,3281,220,15.0,358
bournmi01,1310,1143.0,31366.0,2844,61,29.0,12
bournra01,365,252.0,7069.0,469,787,15.0,182
bourqja01,7,0.0,14.0,0,1,0.0,0
bourqpa01,121,80.0,2323.0,771,80,13.0,81
boutoji01,304,144.0,3715.0,112,177,15.0,13
boveemi01,3,0.0,10.0,0,0,0.0,0
bowala01,2227,2184.0,57250.0,3323,6864,211.0,1267
bowcobe01,14,0.0,363.0,22,32,7.0,4
bowdemi01,103,2.0,401.0,9,16,1.0,2
bowdeti01,4,0.0,0.0,4,0,0.0,0
bowench01,2,0.0,0.0,4,0,0.0,0
bowency01,2,0.0,36.0,0,5,2.0,0
bowenro01,176,86.0,2835.0,680,46,10.0,8
bowenry01,64,60.0,978.0,11,35,5.0,0
bowensa01,373,313.0,8694.0,606,23,17.0,4
bowensa02,13,6.0,207.0,22,1,0.0,0
bowerbi01,20,0.0,0.0,46,2,1.0,0
bowerbr01,21,10.0,297.0,22,2,0.0,0
bowerce01,19,0.0,62.0,1,2,0.0,1
bowerfr01,977,418.0,24156.0,4893,1180,221.0,151
bowersh01,5,5.0,57.0,2,2,1.0,0
bowerst01,15,0.0,0.0,0,7,1.0,0
bowesfr01,62,0.0,1563.0,164,67,35.0,8
bowieji01,6,4.0,111.0,44,2,0.0,5
bowiemi01,88,19.0,469.0,7,18,1.0,0
bowkejo01,160,135.0,3401.0,616,45,8.0,44
bowlebr01,24,0.0,92.0,1,3,1.0,0
bowlech01,10,0.0,0.0,7,9,1.0,2
bowleem01,1,0.0,0.0,0,0,0.0,0
bowlegr01,17,0.0,0.0,2,5,2.0,1
bowlist01,100,68.0,1987.0,177,15,3.0,1
bowliwe01,2,2.0,39.0,0,4,0.0,0
bowmaab01,24,0.0,0.0,5,22,3.0,1
bowmabi01,15,0.0,300.0,41,13,5.0,1
bowmabo01,109,0.0,0.0,10,73,3.0,0
bowmabo02,170,117.0,3373.0,243,11,12.0,3
bowmaer01,148,41.0,1786.0,111,163,13.0,22
bowmajo01,299,0.0,0.0,86,254,15.0,17
bowmama01,183,0.0,544.0,14,47,5.0,3
bowmaro01,50,2.0,50.0,10,20,0.0,0
bowmasu01,26,0.0,558.0,12,29,8.0,1
bowsere01,1,1.0,27.0,0,0,0.0,0
bowsfte01,215,86.0,1989.0,49,115,15.0,9
bowyetr01,8,0.0,29.0,1,1,0.0,0
boxbebr01,343,0.0,987.0,18,29,5.0,2
boydbi01,153,61.0,3897.0,235,192,165.0,13
boydbo01,513,389.0,10635.0,3767,224,38.0,378
boydfr01,2,0.0,30.0,2,2,0.0,0
boydga01,8,3.0,33.0,2,0,0.0,0
boydja01,65,0.0,1221.0,55,72,27.0,5
boydja02,113,0.0,400.0,8,27,3.0,1
boydma01,134,130.0,2117.0,22,57,7.0,2
boydoi01,214,207.0,4169.0,128,187,11.0,13
boydra01,10,2.0,42.0,4,13,3.0,0
boyerbl01,447,0.0,1405.0,22,61,6.0,3
boyercl01,112,11.0,295.0,20,51,9.0,3
boyercl02,1689,1577.0,42389.0,1902,3810,198.0,443
boyerke01,1992,1910.0,50711.0,2376,3737,274.0,417
boylado01,1,0.0,24.0,8,0,0.0,0
boylebu01,353,0.0,0.0,746,41,24.0,6
boyleed01,5,0.0,102.0,16,4,2.0,0
boyleha01,11,0.0,0.0,1,12,2.0,0
boylehe01,302,0.0,7563.0,240,341,67.0,15
boyleja01,1118,0.0,27543.0,6684,1129,401.0,341
boyleja02,8,0.0,0.0,6,23,2.0,2
boyleji01,1,0.0,0.0,0,0,0.0,0
bozema01,25,0.0,97.0,7,5,0.0,0
brabege01,151,80.0,1863.0,46,74,14.0,4
brachbr01,496,0.0,1568.0,28,51,7.0,8
brachsi01,92,0.0,269.0,6,6,1.0,0
brackan01,3,0.0,7.0,0,0,0.0,0
brackgi01,249,0.0,0.0,637,29,21.0,15
brackja01,12,0.0,300.0,0,25,0.0,0
brackjo01,7,1.0,102.0,2,19,2.0,1
braddza01,71,0.0,153.0,0,2,0.0,0
bradeda01,94,79.0,1474.0,24,71,7.0,5
bradedo01,3,1.0,7.0,0,0,0.0,0
bradfbi01,1,0.0,6.0,0,1,0.0,0
bradfbu01,588,392.0,11637.0,941,28,29.0,4
bradfch01,561,0.0,1547.0,31,109,6.0,2
bradfch02,86,0.0,312.0,6,12,2.0,1
bradfla01,104,0.0,311.0,4,20,1.0,0
bradfvi01,1,0.0,0.0,3,0,0.0,0
bradlal01,1,0.0,39.0,3,0,0.0,0
bradlar01,255,35.0,1236.0,23,30,2.0,4
bradlbe01,6,0.0,25.0,0,3,0.0,2
bradlbi01,1447,818.0,36579.0,1985,3062,355.0,197
bradlbo01,5,5.0,111.0,39,0,2.0,3
bradlfo01,26,0.0,558.0,12,24,3.0,0
bradlfr01,9,0.0,0.0,3,4,0.0,0
bradlge01,616,0.0,15534.0,684,1123,297.0,59
bradlge02,3,0.0,0.0,5,0,0.0,0
bradlhe01,24,0.0,0.0,2,24,0.0,0
bradlhu01,252,16.0,552.0,2151,119,21.0,92
bradlja01,1,0.0,0.0,2,0,0.0,0
bradlja02,863,818.0,22227.0,1936,59,20.0,20
bradlje01,6,0.0,21.0,0,1,0.0,0
bradlma01,44,18.0,621.0,45,3,0.0,1
bradlmi01,858,837.0,21639.0,1906,60,37.0,15
bradlph01,996,941.0,24927.0,1931,60,24.0,7
bradlry01,5,1.0,38.0,2,0,0.0,0
bradlsc01,472,389.0,10324.0,2329,178,28.0,30
bradlto01,183,151.0,3055.0,65,124,11.0,4
bradsda01,1,0.0,0.0,5,2,0.0,1
bradsge01,9,0.0,0.0,21,1,2.0,0
bradsjo01,2,0.0,0.0,0,2,0.0,1
bradste01,17,10.0,315.0,23,1,1.0,0
brady01,1,0.0,66.0,4,1,3.0,0
bradybi01,1,0.0,0.0,0,1,0.0,0
bradybo01,1,0.0,0.0,4,2,1.0,0
bradybr01,1,0.0,3.0,0,0,0.0,0
bradycl01,53,0.0,0.0,111,193,8.0,21
bradydo01,6,5.0,135.0,14,21,0.0,4
bradyji01,6,0.0,19.0,0,1,0.0,0
bradyki01,8,5.0,141.0,2,8,2.0,1
bradymi01,16,0.0,95.0,0,3,0.0,1
bradyne01,24,0.0,0.0,6,23,2.0,0
bradyst01,500,25.0,12891.0,1501,180,180.0,43
bragabo01,586,0.0,0.0,1374,1346,143.0,252
braggda01,763,592.0,16683.0,1390,49,18.0,12
braggdi01,4,0.0,96.0,0,10,0.0,1
bragggl01,610,562.0,14858.0,1250,34,50.0,6
brainas01,116,92.0,2658.0,62,139,57.0,4
brainda01,668,535.0,17496.0,1126,1604,247.0,145
brainfr01,73,0.0,0.0,452,102,22.0,38
braital01,2,0.0,0.0,0,0,0.0,0
brameer01,142,0.0,0.0,11,136,7.0,4
bramhar01,2,0.0,0.0,2,2,0.0,0
brancal01,282,0.0,0.0,469,701,90.0,128
brancha01,1,1.0,15.0,1,2,0.0,0
brancno01,37,0.0,0.0,0,17,0.0,0
brancra01,322,8.0,180.0,72,169,12.0,7
brancro01,2,2.0,34.0,0,0,0.0,0
brandbi01,34,0.0,0.0,1,15,0.0,0
brandbu01,228,43.0,1769.0,41,79,7.0,3
brandch01,32,3.0,174.0,3,43,4.0,0
branded01,378,0.0,0.0,78,512,14.0,19
brandja01,1144,963.0,26296.0,2262,115,55.0,19
brandma01,97,0.0,433.0,8,14,0.0,0
brandro01,454,319.0,9245.0,2020,298,35.0,52
brannmi01,5,3.0,108.0,3,5,8.0,0
brannot01,154,0.0,0.0,303,481,28.0,80
branodu01,26,0.0,0.0,231,17,7.0,18
bransje01,635,352.0,10779.0,573,1015,54.0,203
branski01,1295,906.0,33954.0,12805,737,237.0,670
brantcl01,34,14.0,324.0,8,19,4.0,1
brantje01,615,18.0,2578.0,46,82,3.0,4
brantma01,5,4.0,102.0,28,1,2.0,6
brantmi01,277,267.0,7043.0,594,12,10.0,3
brantmi02,1145,1118.0,29463.0,2112,61,15.0,13
brantro01,115,104.0,2825.0,741,64,7.0,7
branyru01,794,682.0,17653.0,2431,709,72.0,276
brashki01,3,0.0,24.0,0,3,0.0,0
brashro01,127,0.0,3180.0,888,137,33.0,62
brasiry01,128,1.0,370.0,8,11,1.0,2
bratcjo01,1,0.0,0.0,0,0,0.0,0
bratsfr01,42,0.0,0.0,62,3,3.0,0
braulst01,100,45.0,947.0,21,52,1.0,7
braunjo01,1,0.0,6.0,0,0,0.0,0
braunry01,35,0.0,150.0,1,7,1.0,0
braunry02,1659,1634.0,42156.0,2797,247,58.0,33
braunst01,887,755.0,19894.0,1193,706,80.0,94
bravoan01,56,35.0,926.0,66,1,3.0,0
braxtga01,282,0.0,0.0,35,181,12.0,8
braybi01,258,0.0,592.0,9,17,3.0,0
braybu01,3,0.0,0.0,6,0,0.0,0
braymbe01,3,1.0,22.0,0,1,0.0,0
brazecr01,8,3.0,114.0,41,4,1.0,3
brazede01,63,43.0,813.0,12,32,4.0,3
brazifr01,47,0.0,0.0,351,44,10.0,30
brazlal01,441,0.0,253.0,43,284,13.0,11
brazoyh01,122,0.0,363.0,6,15,1.0,2
breale01,8,1.0,33.0,0,0,0.0,0
breamsi01,956,802.0,21962.0,7437,786,69.0,620
breazji01,41,35.0,924.0,281,8,2.0,24
brebbjo01,161,0.0,525.0,4,14,0.0,0
brechha01,318,0.0,0.0,78,376,8.0,22
breckbi01,3,0.0,0.0,0,0,0.0,0
bredebr01,134,99.0,2688.0,336,17,8.0,14
breedda01,28,24.0,666.0,162,11,5.0,2
breedha01,169,142.0,3445.0,1228,97,14.0,112
breedma01,379,323.0,8750.0,776,931,51.0,231
bregmal01,589,541.0,14354.0,412,1083,53.0,130
breinfr01,140,42.0,1311.0,36,62,6.0,2
breital01,1,0.0,15.0,0,1,1.0,0
breitte01,445,0.0,10098.0,329,699,68.0,25
bremehe01,68,0.0,0.0,239,36,6.0,4
brenesa01,1,0.0,0.0,0,0,0.0,0
brenlbo01,851,699.0,19011.0,4107,513,87.0,93
brennad01,131,5.0,243.0,26,175,11.0,5
brennbe01,2,0.0,0.0,1,5,0.0,0
brennbr01,49,0.0,164.0,0,6,2.0,1
