playerID,p_W,p_L,p_G,p_GS,p_CG,p_SHO,p_SV,p_IPouts,p_H,p_ER,p_HR,p_BB,p_SO,p_ERA,p_WP,p_BK,p_BFP,p_GF,p_R
fodgege01,1,1,16,4,1,0,0,119,47,21,5,11,15,4.76,1,0,175.0,7,22
fogarji01,0,1,7,0,0,0,0,42,16,7,0,3,5,18.0,4,0,68.0,6,16
foggjo01,62,69,243,194,2,1,0,3477,1293,648,165,397,627,43.08,20,2,5081.0,17,702
foleycu01,27,27,69,50,39,2,0,1328,511,174,3,64,127,29.67,25,0,1938.0,16,311
foleyjo01,0,1,1,1,1,0,0,24,6,4,0,5,2,4.5,1,0,37.0,0,7
foleyto02,0,0,1,0,0,0,0,1,1,1,1,0,0,27.0,0,0,2.0,1,1
folkeri01,19,23,195,28,5,0,7,1269,416,193,40,170,242,30.15,22,5,1832.0,48,207
foltymi01,44,42,138,118,2,1,0,2058,672,330,101,239,655,43.7,35,4,2951.0,10,357
fonsele01,0,0,1,0,0,0,0,3,0,0,0,0,0,0.0,0,0,3.0,0,0
fontejo01,0,7,8,8,0,0,0,128,56,30,5,20,24,6.33,6,0,204.0,0,34
fontera01,25,26,145,62,3,1,2,1481,551,221,42,153,216,25.08,13,5,2112.0,24,253
fontwi01,7,11,96,22,0,0,0,455,160,98,33,64,150,78.33,5,1,672.0,23,99
foorji01,1,0,13,0,0,0,0,18,10,8,1,11,5,32.730000000000004,1,0,40.0,2,8
foppeje01,8,9,27,23,0,0,0,367,115,68,18,82,109,10.260000000000002,12,1,557.0,0,76
forceda01,1,1,4,1,1,0,0,75,45,17,4,1,0,17.93,1,0,141.0,3,44
fordbe01,1,2,31,2,0,0,0,135,52,39,7,20,23,25.28,1,0,208.0,7,40
fordbi01,0,0,1,0,0,0,0,0,0,2,0,3,0,0.0,0,0,3.0,0,2
fordda02,5,6,51,8,1,0,3,464,160,69,15,32,46,12.89,6,0,635.0,19,74
fordge01,0,1,7,1,1,0,0,105,51,22,0,14,20,5.66,1,0,166.0,6,30
fordge02,0,0,5,0,0,0,0,48,23,17,1,12,2,14.79,2,0,82.0,4,17
fordhto01,1,3,36,6,0,0,0,196,68,48,9,52,33,12.98,1,0,306.0,6,49
fordma01,0,3,25,4,0,0,0,131,46,21,5,21,26,4.33,0,0,197.0,12,23
fordmi01,0,0,1,0,0,0,0,6,6,5,2,0,1,22.5,0,0,12.0,1,5
fordru01,99,71,199,170,126,15,9,4462,1340,428,44,376,710,25.47,20,3,6042.0,28,602
fordto01,0,6,8,6,6,0,0,153,70,28,2,35,12,5.14,3,0,256.0,2,60
fordwe01,1,2,4,2,1,0,0,49,17,10,3,8,4,5.51,0,1,72.0,1,10
fordwh01,236,106,498,438,156,45,10,9511,2766,967,228,1086,1956,42.76,75,5,13036.0,35,1107
forembr01,12,12,32,29,20,1,2,673,245,124,6,115,81,21.14,10,0,1037.0,3,168
foremfr01,96,93,229,205,169,7,4,5165,1857,760,47,659,586,90.78,82,0,7726.0,23,1186
foremha01,0,0,6,0,0,0,0,34,10,4,0,9,4,5.93,0,0,49.0,3,6
formabi01,0,2,3,2,1,0,0,35,9,7,0,7,2,18.41,1,0,50.0,0,9
fornaer01,0,0,8,0,0,0,0,29,11,5,0,1,3,4.66,0,0,42.0,6,6
fornimi01,63,64,432,76,20,4,55,3470,1165,509,98,421,576,61.36,34,2,4983.0,195,567
forscbo01,168,136,498,422,67,19,3,8384,2777,1169,216,832,1133,68.54,93,18,11715.0,19,1319
forscke01,114,113,521,241,70,18,51,6382,2071,796,155,586,1047,58.629999999999995,43,7,8852.0,177,881
forstsc01,0,1,42,0,0,0,0,96,28,28,5,25,23,7.88,2,0,154.0,10,31
forstte01,54,65,614,39,5,0,127,3317,1034,397,51,457,791,52.41,46,4,4700.0,318,454
forsylo01,0,0,1,0,0,0,0,3,2,1,0,1,0,9.0,1,0,6.0,1,1
fortuba01,2,0,20,0,0,0,1,87,31,20,5,17,25,34.54,2,0,130.0,6,20
fortuga01,0,5,20,6,2,0,0,233,89,57,2,46,23,17.560000000000002,5,1,361.0,11,64
fortuti01,3,4,76,5,1,1,1,331,99,62,14,52,84,14.969999999999999,11,6,472.0,25,62
fosnoje01,3,4,36,0,0,0,2,172,46,36,10,33,44,15.41,3,0,256.0,15,42
fossato01,17,24,567,0,0,0,7,1247,434,180,39,180,324,92.3,11,4,1842.0,149,211
fossla01,1,2,8,4,0,0,0,81,32,16,5,18,12,10.5,0,0,127.0,2,17
fossuca01,40,53,237,120,0,0,2,2358,873,476,114,319,607,46.31,28,5,3537.0,35,535
fosteal01,48,63,217,148,26,6,0,3076,988,426,99,383,501,34.31,26,2,4364.0,20,481
fosteed01,1,0,6,1,1,0,2,63,16,5,1,12,11,2.14,1,0,84.0,5,5
fostejo01,7,2,90,0,0,0,1,182,63,33,11,33,54,19.66,2,0,277.0,12,34
fosteke01,32,30,100,83,2,0,0,1529,500,275,88,220,417,55.89,11,3,2205.0,5,294
fostekr01,0,0,7,0,0,0,0,30,9,3,1,8,8,2.7,0,0,47.0,0,4
fostela01,0,0,1,0,0,0,0,6,4,3,0,1,1,13.5,0,0,12.0,0,3
fostema01,6,1,23,2,0,0,0,86,16,7,2,9,31,2.2,0,0,109.0,4,8
fosteru01,58,33,138,103,60,15,3,2527,726,221,6,305,294,12.559999999999999,19,1,3372.0,27,304
fostest01,3,3,59,1,0,0,2,269,82,24,6,22,61,6.56,1,0,367.0,19,29
foucast01,35,36,277,0,0,0,52,1490,458,177,41,190,307,23.71,10,1,2101.0,198,213
foulkke01,41,37,619,8,0,0,191,2360,652,291,94,194,718,44.83,14,2,3201.0,406,300
fournhe01,1,3,6,4,4,0,0,135,71,27,4,20,5,5.4,1,0,223.0,2,51
fournja01,0,0,1,0,0,0,0,3,0,0,0,0,0,0.0,0,0,0.0,1,0
foutzda01,147,66,251,216,202,16,4,5992,1843,631,38,510,790,47.230000000000004,94,0,8425.0,33,1068
fowlear01,54,51,362,90,25,4,32,3072,1039,458,99,308,539,42.72,16,1,4325.0,134,505
fowledi01,66,79,221,170,75,11,4,3909,1367,595,96,578,382,45.31,12,1,5680.0,36,685
fowleje01,1,1,13,3,0,0,0,98,28,16,0,18,5,4.41,1,0,147.0,6,21
fowlkal01,4,2,23,15,1,0,0,276,119,56,16,28,55,14.190000000000001,4,3,420.0,2,62
foxch02,10,12,219,0,0,0,6,684,197,96,22,134,262,186.25,24,2,1015.0,50,103
foxenbi01,16,20,61,33,20,3,0,979,283,93,4,140,130,18.93,18,3,1316.0,23,126
foxhe01,0,0,1,0,0,0,1,3,2,2,0,1,1,18.0,0,0,6.0,1,3
foxho01,43,72,248,132,42,5,6,3325,1174,533,71,435,342,48.35,17,2,4810.0,63,611
foxjo01,13,28,45,43,38,0,0,1070,440,165,4,98,104,22.0,47,0,1636.0,2,302
foxma01,0,0,4,1,0,0,0,22,8,4,0,2,0,13.98,1,0,31.0,1,4
foxte01,29,19,248,0,0,0,59,1191,379,132,34,124,185,27.97,6,1,1664.0,145,149
foxxji01,1,0,10,2,0,0,0,71,13,4,0,14,11,1.59,0,0,97.0,8,4
foytapa01,86,87,312,193,63,7,7,4494,1381,689,176,662,827,73.5,34,8,6406.0,55,757
frailke01,10,16,116,19,1,0,2,655,252,96,19,82,136,16.68,10,0,972.0,24,116
francea01,16,23,103,52,5,1,0,1217,398,170,21,181,263,27.4,16,1,1757.0,13,203
francen01,0,0,5,0,0,0,0,16,4,2,1,1,4,3.38,0,0,20.0,2,2
francfr01,20,22,391,0,0,0,73,1159,344,172,41,172,426,49.12,28,3,1667.0,185,181
francje01,72,82,254,217,3,2,1,3873,1477,713,161,384,869,68.91,21,2,5645.0,18,746
francje02,0,0,1,0,0,0,0,6,1,2,1,3,1,9.0,0,0,11.0,1,2
francjo01,90,87,1119,0,0,0,424,3737,1166,400,81,495,975,65.81,54,9,5312.0,774,466
francma01,0,0,2,0,0,0,0,4,3,2,1,3,2,13.5,0,0,10.0,2,2
francos01,0,0,1,0,0,0,0,6,3,3,0,2,0,13.5,0,0,11.0,1,3
francra01,12,28,82,36,15,2,3,1011,409,174,12,110,96,24.12,8,0,1502.0,25,220
francte01,0,0,1,0,0,0,0,3,0,0,0,0,1,0.0,0,0,3.0,1,0
francty01,0,0,2,0,0,0,0,6,2,1,1,0,0,4.5,0,0,8.0,2,1
frankch01,0,0,2,0,0,0,0,9,6,5,1,7,1,15.0,0,0,22.0,2,5
frankfr02,106,97,402,216,81,10,12,5664,2033,822,111,701,622,56.99,32,6,8287.0,115,969
frankja01,0,0,1,0,0,0,0,6,2,3,1,4,0,13.5,0,0,14.0,1,3
frankja02,0,1,3,1,0,0,0,17,5,4,3,4,4,6.35,0,0,27.0,1,5
frankni01,0,0,1,0,0,0,0,3,3,2,1,0,0,18.0,0,0,7.0,1,2
frankry01,62,76,532,106,6,3,84,3603,1230,552,173,353,668,55.36,20,6,5113.0,206,588
frankse01,0,1,3,0,0,0,0,14,10,7,1,2,2,25.88,0,0,25.0,1,7
frankwa01,14,16,143,40,1,1,0,969,332,199,57,168,216,40.18,3,5,1455.0,21,215
frareca01,0,1,16,0,0,0,0,29,8,7,1,8,12,15.27,3,0,45.0,2,7
frascjo01,20,17,274,5,0,0,1,1113,391,165,50,145,206,42.35,15,0,1633.0,76,185
frasech01,175,212,434,388,342,22,6,10092,3462,1373,69,1338,1098,51.78,146,3,14553.0,43,2000
frasewi01,38,40,239,57,7,1,7,1971,640,326,89,238,328,46.49,40,7,2825.0,79,354
frasivi01,23,38,126,68,21,2,4,1737,686,371,37,291,170,48.04,12,5,2693.0,25,437
frasoja01,35,35,679,0,0,0,36,1940,568,251,56,283,615,47.76,38,4,2747.0,205,267
frazige01,35,43,415,0,0,0,29,2027,653,315,54,313,449,48.72,26,3,2942.0,193,349
frazito01,0,0,1,0,0,0,0,3,0,0,0,0,1,0.0,0,0,3.0,1,0
fredeke01,0,2,30,0,0,0,0,121,45,34,7,26,27,16.619999999999997,2,0,189.0,7,34
fredrsc01,0,1,25,0,0,0,0,87,33,20,3,17,20,6.21,4,1,137.0,4,25
freelky01,33,32,101,96,0,0,0,1600,554,247,68,195,405,18.009999999999998,7,2,2309.0,0,261
freembu01,3,2,7,4,4,0,0,153,50,25,3,36,28,11.6,1,1,244.0,3,45
freembu02,9,11,49,21,6,0,4,609,236,106,12,80,52,12.879999999999999,3,0,902.0,17,124
freemha01,1,4,18,4,2,0,0,144,65,41,2,35,5,7.69,3,0,235.0,9,50
freemhe01,30,16,204,3,1,0,37,1077,387,149,25,109,158,30.740000000000002,9,4,1539.0,111,176
freemji01,2,4,19,11,1,0,1,220,90,56,12,47,38,13.71,6,0,349.0,1,59
freemju01,0,1,1,1,0,0,0,19,7,3,0,4,1,4.26,1,0,31.0,0,5
freemju02,0,0,1,0,0,0,0,3,2,2,1,0,0,18.0,0,0,5.0,0,2
freemma01,3,3,34,9,1,0,1,262,82,54,10,38,55,18.02,2,0,383.0,9,59
freemma02,35,28,221,78,0,0,5,1781,616,306,63,249,383,62.17,41,4,2604.0,32,333
freemmi01,0,0,2,0,0,0,0,9,5,3,1,0,0,18.0,0,0,14.0,2,3
freemsa01,8,7,271,0,0,0,0,701,197,93,17,136,232,39.3,12,0,1026.0,42,100
freezja01,0,0,2,0,0,0,0,11,5,1,1,3,1,2.45,1,0,19.0,1,7
freisda01,34,60,202,121,17,6,4,2596,897,413,67,430,430,34.2,45,6,3851.0,37,477
freitto01,25,33,107,63,22,1,4,1554,614,258,31,137,135,20.97,5,1,2259.0,25,301
frencbi01,0,1,1,1,1,0,0,27,30,12,0,0,0,12.0,0,0,65.0,0,27
frencla01,197,171,570,384,198,40,17,9456,3375,1206,164,819,1187,52.46,34,4,13465.0,109,1440
frenclu01,9,12,31,25,0,0,0,465,175,86,24,57,79,14.84,7,0,683.0,4,92
freybe01,57,82,256,127,49,7,8,3480,1415,580,54,263,179,48.51,17,3,5047.0,87,671
freyst01,18,15,314,0,0,0,28,912,297,127,30,154,157,38.64,9,2,1335.0,116,149
friasca01,6,6,33,15,0,0,0,342,123,57,11,34,75,10.18,5,0,485.0,9,60
fribebe01,0,0,1,0,0,0,0,12,4,2,0,3,1,4.5,0,0,17.0,1,2
fricama01,15,23,88,43,14,0,1,1163,393,186,40,164,115,13.99,8,2,1688.0,26,213
fridask01,0,1,7,2,1,0,0,90,35,23,2,22,9,6.9,1,0,141.0,3,27
friedbo01,0,0,2,0,0,0,0,12,4,5,0,7,2,11.25,1,0,24.0,2,5
friedch01,10,28,124,42,0,0,0,890,333,177,35,117,246,22.14,23,0,1324.0,16,193
friedcy01,0,0,2,0,0,0,0,5,3,3,0,4,0,16.2,0,0,10.0,0,4
friedma01,26,11,67,50,1,0,0,844,272,110,29,98,289,13.02,14,2,1189.0,10,121
frielbi01,0,0,1,0,0,0,0,12,4,2,0,0,0,4.5,0,0,15.0,0,4
frienbo01,197,230,602,497,163,36,11,10833,3772,1438,286,894,1734,63.86,50,13,15214.0,56,1652
frienda01,32,29,67,64,58,1,0,1655,612,289,22,249,158,19.82,11,0,2506.0,3,382
frierer01,11,14,304,0,0,0,73,910,232,121,42,143,387,39.14,6,1,1287.0,174,127
friespe01,0,3,3,3,3,0,0,75,34,18,1,14,7,6.48,8,0,126.0,0,31
frilljo01,3,3,16,10,3,1,1,203,90,44,2,7,33,31.24,0,0,290.0,4,55
friseda01,34,40,351,17,0,0,57,1828,529,225,53,286,471,42.6,38,3,2608.0,215,256
friskem01,8,10,20,16,15,0,0,429,175,66,2,43,39,8.29,5,0,635.0,3,112
fritzch01,0,0,1,1,0,0,0,9,0,1,0,3,1,3.0,0,0,12.0,0,1
froatbi01,0,0,1,0,0,0,0,6,0,0,0,2,0,0.0,0,0,7.0,1,0
frocksa01,15,23,63,37,20,3,3,1029,348,123,9,113,111,18.79,3,0,1393.0,16,191
frohwto01,20,19,284,0,0,0,11,1253,389,167,23,172,259,59.92,7,1,1776.0,92,190
frommar01,80,90,252,167,90,14,4,4314,1297,464,37,530,638,35.31,29,1,5936.0,59,637
frostda01,33,37,99,84,16,3,1,1652,571,251,41,174,222,25.5,16,0,2343.0,7,277
frutoem01,2,2,23,0,0,0,1,108,34,22,4,24,34,5.5,4,0,165.0,6,24
fryech01,0,6,15,5,1,0,0,151,58,26,3,26,18,4.65,0,1,228.0,6,32
fryja01,5,8,156,1,0,0,4,398,109,70,15,80,165,23.59,13,0,584.0,25,78
fryjo01,0,0,1,0,0,0,0,11,6,5,0,4,0,12.27,0,0,21.0,1,5
frymawo01,141,155,625,322,68,27,58,7234,2367,1010,187,890,1587,91.14,68,16,10291.0,160,1136
frypa01,3,11,123,0,0,0,5,351,109,54,11,53,120,11.14,8,0,512.0,23,66
fuchsch01,6,10,47,13,5,2,1,497,186,90,15,73,41,20.7,4,5,750.0,13,105
fuentbr01,26,43,650,0,0,0,204,1840,515,247,64,258,639,56.9,32,2,2622.0,381,267
fuentmi01,1,3,8,4,1,0,0,78,29,15,1,16,14,5.19,0,0,118.0,3,15
fuhros01,3,12,63,16,4,1,0,527,249,124,9,69,59,21.54,3,1,837.0,28,163
fujikky01,1,1,29,0,0,0,2,80,31,17,4,8,32,26.299999999999997,4,0,122.0,11,18
fukumka01,0,0,4,0,0,0,0,12,11,9,2,4,1,20.25,2,0,26.0,0,9
fulchje01,9,10,163,0,0,0,0,535,181,96,21,80,162,39.29,6,1,789.0,51,100
fuldsa01,0,0,1,0,0,0,0,1,0,0,0,0,0,0.0,0,0,1.0,1,0
fulghjo01,14,12,35,33,14,3,0,694,189,73,17,58,123,5.91,3,3,914.0,0,80
fullecu01,10,37,115,43,18,0,3,1269,483,240,19,211,104,35.38,12,2,1930.0,45,293
fulleed01,0,1,2,1,1,0,0,39,15,10,0,5,3,6.92,1,0,45.0,1,12
fulmeca01,6,9,54,15,0,0,0,315,99,74,20,69,94,33.43,8,3,497.0,11,80
fulmech01,0,0,2,0,0,0,0,15,7,2,0,1,0,3.6,0,0,24.0,2,4
fulmech02,0,0,1,0,0,0,0,6,2,1,0,1,0,4.5,0,0,9.0,0,2
fulmemi01,24,33,85,85,2,1,0,1451,459,220,56,140,376,20.36,5,2,2017.0,0,239
fultobi01,1,0,3,0,0,0,0,14,9,6,4,1,2,11.57,0,0,24.0,1,6
fultzaa01,25,15,463,1,0,0,3,1439,467,227,50,187,394,33.97,12,3,2057.0,111,243
funkfr01,20,17,137,0,0,0,18,745,210,83,26,85,150,11.22,7,2,1019.0,79,92
funkhky01,1,1,13,0,0,0,0,52,22,14,3,11,12,7.27,1,0,81.0,4,14
funkto01,0,0,8,0,0,0,0,25,10,6,1,6,2,6.48,0,0,41.0,2,6
furbuch01,13,24,247,12,0,0,1,782,222,115,30,89,268,22.39,17,1,1093.0,31,130
fussech01,5,9,40,19,0,0,2,407,159,104,28,89,91,22.07,9,0,632.0,5,112
fusseed01,1,2,4,2,2,0,1,69,34,12,0,2,3,4.7,1,0,108.0,2,24
fussefr01,14,17,80,27,11,2,5,884,365,159,16,88,103,22.509999999999998,10,0,1307.0,33,183
fyhrimi01,2,11,84,11,0,0,0,526,183,78,16,67,109,31.51,1,1,762.0,19,82
gabbaka01,9,7,34,31,1,1,0,489,156,82,13,96,103,17.64,10,1,718.0,1,89
gabinar01,0,0,7,1,0,0,0,25,18,14,4,8,4,30.68,0,0,51.0,3,14
gablefr01,16,23,113,31,10,1,8,1129,457,220,37,107,109,114.0,7,0,1644.0,54,241
gablega02,7,12,53,14,0,0,5,492,171,80,8,79,63,11.8,12,0,724.0,16,94
gableke01,13,11,62,23,6,0,2,719,255,125,9,98,88,63.42,2,1,1066.0,20,135
gaddyjo01,2,0,2,2,1,0,0,39,13,1,0,4,3,0.69,0,0,57.0,0,3
gaettga01,0,0,3,0,0,0,0,7,5,2,1,1,1,18.0,0,0,14.0,3,2
gaffbr01,4,5,58,5,0,0,1,379,136,57,7,47,60,14.28,8,2,553.0,21,70
gagneer01,33,26,402,48,0,0,187,1931,518,248,76,226,718,34.410000000000004,18,1,2664.0,269,268
gagnodr01,5,2,23,1,0,0,0,107,49,29,13,12,25,13.62,4,0,173.0,8,37
gagusch01,10,9,23,21,19,0,0,532,143,50,2,38,156,2.54,23,0,733.0,2,100
gailled01,2,0,30,0,0,0,1,110,32,19,6,17,24,13.26,0,0,161.0,7,26
gainene01,0,0,4,0,0,0,0,14,5,0,0,2,1,0.0,0,0,19.0,4,0
gaisefr01,0,0,1,0,0,0,0,7,4,2,0,3,2,7.71,0,0,12.0,1,2
gajkost01,0,0,9,0,0,0,0,26,14,7,3,4,3,7.27,0,0,42.0,3,8
gakelda01,1,4,31,7,0,0,2,221,73,47,5,39,43,5.74,7,0,331.0,11,52
galarar01,26,34,100,91,2,1,0,1626,536,288,94,226,346,32.75,13,5,2363.0,3,313
galasbo01,4,8,55,8,0,0,4,354,153,77,15,47,63,18.21,6,0,549.0,21,85
galatmi01,0,0,1,0,0,0,0,18,7,3,0,5,3,4.5,0,0,29.0,1,3
galehde01,109,118,375,258,100,17,13,6012,2148,885,104,735,851,94.2,29,3,8688.0,67,999
galeri01,55,56,195,144,21,5,2,2910,997,489,82,457,518,33.67,24,1,4263.0,13,544
gallabi01,1,7,10,8,7,0,0,230,111,40,3,10,31,8.64,5,0,359.0,2,86
gallado01,0,4,9,2,0,0,1,75,31,13,2,15,14,4.68,3,0,125.0,4,18
gallaed01,0,3,9,3,0,0,0,71,30,33,3,28,6,12.55,3,0,124.0,4,36
gallase01,10,10,91,23,0,0,1,622,225,130,24,123,165,38.51,3,2,965.0,21,144
gallayo01,121,101,319,307,4,3,1,5450,1770,820,205,710,1584,79.17999999999999,78,1,7793.0,6,878
gallegi01,5,5,104,0,0,0,6,362,85,41,15,28,148,15.280000000000001,5,2,469.0,28,42
galleza01,6,8,27,27,0,0,0,456,117,47,17,61,178,8.36,7,0,625.0,0,50
gallibe01,66,68,242,135,61,7,10,3831,1210,445,21,494,550,35.61,35,1,5297.0,73,585
galliph01,5,11,54,11,4,0,1,526,227,116,20,95,68,18.45,7,0,847.0,25,140
gallomi01,4,3,160,0,0,0,0,348,129,53,19,47,69,16.46,7,0,513.0,23,54
galveba01,0,1,10,0,0,0,0,62,19,9,3,12,11,3.92,0,2,91.0,2,10
galvilo01,0,2,3,3,3,0,0,75,21,8,0,10,17,2.88,2,0,109.0,0,18
galvipu01,365,310,705,688,646,57,2,18010,6405,1903,121,745,1807,50.01,221,2,25415.0,19,3352
gamblbo01,0,1,1,1,1,0,0,27,10,8,0,3,2,8.0,0,0,40.0,0,10
gamboed01,0,2,7,0,0,0,0,40,9,2,1,8,11,1.35,0,0,54.0,3,3
gandagu01,0,0,16,0,0,0,0,59,25,12,2,10,7,5.49,1,0,91.0,6,13
gannogu01,0,0,1,0,0,0,0,15,7,1,0,2,0,1.8,0,0,23.0,1,4
gannojo01,0,1,1,1,1,0,0,27,13,11,0,5,2,11.0,0,0,45.0,0,13
gantjo01,19,15,134,28,0,0,3,788,222,111,24,129,233,19.060000000000002,11,0,1115.0,23,130
gantnji01,0,0,1,0,0,0,0,3,2,0,0,0,0,0.0,0,0,5.0,0,0
garagke01,0,0,7,0,0,0,0,28,9,10,3,13,3,9.64,2,0,48.0,4,10
garatvi01,0,0,4,0,0,0,0,6,5,5,1,3,0,22.5,0,0,15.0,0,5
garbebo01,0,0,2,0,0,0,0,12,3,1,1,3,3,2.25,0,0,18.0,1,1
garbege01,96,113,931,9,4,0,218,4530,1464,560,123,445,940,78.99,30,10,6327.0,609,654
garcefr01,0,1,55,1,0,0,0,141,49,24,10,23,40,7.21,3,0,210.0,12,25
garceri01,23,10,287,0,0,0,7,1024,290,142,32,164,296,39.4,6,2,1476.0,60,162
garcian01,0,0,1,0,0,0,0,2,2,1,0,0,0,13.5,0,0,4.0,0,1
garcibr01,2,1,33,0,0,0,4,85,27,13,1,15,19,13.81,2,0,126.0,13,15
garcich02,0,0,13,0,0,0,0,38,8,3,2,2,15,2.13,1,0,48.0,2,3
garcide01,3,2,6,6,0,0,0,103,35,19,6,6,33,4.98,0,0,146.0,0,20
garcied01,2,0,41,0,0,0,1,127,41,29,13,30,46,16.57,4,0,188.0,10,29
garcifr02,156,108,376,357,12,4,0,6792,2243,1045,285,708,1621,71.31,95,9,9595.0,13,1101
garcigr01,0,0,1,0,0,0,0,3,1,0,0,0,0,0.0,0,0,3.0,1,0
garciha01,0,1,8,0,0,0,0,37,14,6,3,7,15,4.38,2,0,55.0,0,6
garcija01,42,31,655,0,0,0,144,1936,552,236,58,277,583,65.79,56,3,2745.0,297,253
garcija02,70,62,218,188,4,4,0,3405,1128,485,110,369,925,54.41,62,7,4809.0,8,552
garcija03,1,0,21,0,0,0,0,89,25,14,3,17,22,4.25,2,0,132.0,9,19
garcija04,10,8,169,7,0,0,0,565,157,82,26,68,135,13.15,9,3,782.0,33,89
garcijo01,0,0,5,0,0,0,0,33,10,6,1,5,8,4.91,0,0,48.0,1,6
garcile02,0,1,2,0,0,0,0,6,2,2,0,2,1,18.0,1,0,11.0,1,2
garcilu03,14,17,326,4,0,0,6,945,315,149,32,167,291,40.76,40,1,1409.0,76,163
garcilu05,0,1,5,1,0,0,0,37,7,4,1,5,9,2.92,1,0,49.0,1,4
garcimi01,142,97,428,281,111,27,23,6524,2148,789,122,719,1117,51.5,30,2,9237.0,77,888
garcimi02,0,2,14,0,0,0,0,61,31,19,3,12,11,29.14,2,0,103.0,9,21
garcimi03,1,2,20,0,0,0,0,55,23,15,2,10,18,12.41,1,0,84.0,4,16
garcion01,0,1,5,1,0,0,0,22,13,11,3,9,3,27.0,0,0,41.0,1,11
garcira01,0,0,4,0,0,0,0,11,11,7,0,4,2,17.18,0,0,26.0,2,7
garcira02,0,0,11,0,0,0,0,46,19,8,1,10,12,7.8999999999999995,1,0,75.0,2,9
garcira03,17,16,95,37,1,1,5,938,318,168,50,104,200,15.75,5,5,1323.0,19,179
garcire01,0,0,20,0,0,0,0,60,26,25,9,15,17,40.5,4,0,101.0,5,25
garciri01,1,2,14,1,0,0,0,48,22,13,4,9,9,15.9,2,0,74.0,3,13
garciro01,1,2,50,0,0,0,0,159,72,35,5,28,30,11.42,1,1,259.0,8,38
garciro03,1,0,15,2,0,0,0,63,25,19,7,9,14,8.14,1,0,96.0,7,20
garciyi01,8,11,179,1,0,0,2,524,137,66,32,35,185,18.23,2,2,704.0,50,75
gardeni01,0,0,15,0,0,0,0,39,17,7,1,7,7,9.23,1,0,63.0,2,10
gardiar01,0,0,1,0,0,0,0,0,1,0,0,1,0,0.0,0,0,2.0,0,0
gardimi01,17,27,136,46,0,0,5,1181,420,228,49,161,239,48.17,13,0,1738.0,23,262
gardnbi01,0,1,3,2,1,0,0,39,23,16,0,10,3,11.08,3,0,65.0,1,20
gardnch01,1,2,5,4,0,0,0,74,19,11,5,14,12,4.01,0,0,103.0,0,12
gardngi01,2,12,15,13,12,0,0,339,142,49,5,28,33,29.5,20,0,521.0,1,102
gardngl01,3,1,17,4,2,1,1,164,50,20,2,27,20,3.29,0,0,237.0,4,21
gardnha01,1,1,14,3,2,0,2,127,42,21,2,21,24,4.5,1,0,189.0,9,31
gardnji01,25,22,59,49,37,1,0,1270,468,181,9,130,115,21.44,6,2,1837.0,9,270
gardnle01,4,5,86,0,0,0,2,305,110,34,9,32,68,21.700000000000003,1,0,451.0,25,47
gardnma01,99,93,345,275,15,8,1,5294,1752,894,237,628,1256,61.27,29,13,7540.0,20,960
gardnro01,14,18,109,42,4,0,2,993,345,160,35,133,193,47.24,13,0,1449.0,17,180
gardnwe01,18,30,189,44,1,0,14,1399,476,254,52,218,358,49.09,17,1,2060.0,76,277
garfibi01,1,9,13,10,9,0,0,297,136,63,5,52,20,12.649999999999999,5,0,491.0,3,99
garibbo01,0,2,15,1,0,0,2,79,28,9,1,11,14,8.040000000000001,1,0,115.0,8,13
garibda01,2,8,30,8,0,0,0,224,88,50,9,39,46,6.03,4,0,345.0,6,54
garlajo01,136,125,365,342,11,6,1,6454,2260,1045,263,723,1156,61.9,50,1,9197.0,9,1149
garlalo01,0,2,7,2,0,0,0,50,30,19,2,14,4,10.26,1,0,92.0,3,24
garlawa01,55,66,190,121,43,7,6,3120,1082,449,89,328,450,40.41,29,2,4443.0,35,515
garmami01,22,27,303,8,0,0,42,1301,411,175,34,202,213,45.88,15,3,1877.0,160,198
garnepe01,0,0,8,0,0,0,0,28,12,5,0,5,12,4.82,1,0,46.0,0,6
garonwi01,0,1,3,1,1,0,0,30,12,5,0,2,2,4.5,2,0,42.0,2,7
garream01,10,13,172,14,0,0,1,624,184,113,42,107,238,17.34,9,1,900.0,12,117
garrebr01,1,1,2,2,0,0,0,23,8,5,3,5,8,5.87,1,0,34.0,0,6
garrecl01,2,2,4,4,2,0,0,70,19,6,1,6,5,2.31,1,0,92.0,0,13
garregr01,5,7,34,8,0,0,0,250,55,23,6,54,55,3.69,3,4,343.0,11,24
garrere01,0,0,13,0,0,0,0,46,24,14,3,13,10,8.22,0,0,77.0,5,15
garresc01,69,53,352,89,9,4,48,2878,815,351,74,413,703,46.72,48,10,4025.0,162,395
garricl01,0,0,6,0,0,0,0,48,22,14,2,6,0,7.88,0,0,73.0,4,15
garrist01,0,0,1,0,0,0,0,2,0,0,0,0,0,0.0,0,0,2.0,1,0
garryji01,0,1,1,0,0,0,0,3,5,7,0,4,2,63.0,0,0,12.0,0,8
gartory01,1,3,59,0,0,0,1,193,66,35,11,18,50,26.6,4,0,275.0,20,36
garvemi01,0,0,1,0,0,0,0,3,1,0,0,0,0,0.0,0,0,4.0,1,0
garvene01,129,157,402,330,153,18,12,7432,2471,1027,213,881,881,56.52,49,7,10583.0,40,1184
